order_no,booking_date,driver_id,license_plates,`status`,create_date,类型,driver_id,license_plates
"P30501593098247658","2017-08-02 07:10:00",\N,\N,"60","2017-08-01 21:11:37","其他",\N,\N
"P22501593226276730","2017-08-01 21:13:00",\N,\N,"60","2017-08-01 21:13:46","其他",\N,\N
"P27501593258048094","2017-08-01 21:14:00",\N,\N,"60","2017-08-01 21:14:18","其他",\N,\N
"P5501593306091142","2017-08-02 07:10:00",\N,\N,"60","2017-08-01 21:15:06","其他",\N,\N
"P21501593436241787","2017-08-02 06:15:00",\N,\N,"60","2017-08-01 21:17:16","其他",\N,\N
"P43501593617268622","2017-08-01 21:20:00",\N,\N,"60","2017-08-01 21:20:17","其他",\N,\N
"P22501593657707960","2017-08-02 07:10:00",\N,\N,"60","2017-08-01 21:20:57","其他",\N,\N
"P13501593784236404","2017-08-02 07:10:00",\N,\N,"60","2017-08-01 21:23:04","其他",\N,\N
"P40501594225919655","2017-08-01 21:30:00",\N,\N,"60","2017-08-01 21:30:25","其他",\N,\N
"P24501594437633149","2017-08-02 21:30:00",\N,\N,"60","2017-08-01 21:33:57","其他",\N,\N
"P33501594677578061","2017-08-02 06:45:00",\N,\N,"60","2017-08-01 21:37:57","其他",\N,\N
"P40501594939845217","2017-08-02 07:10:00",\N,\N,"60","2017-08-01 21:42:19","其他",\N,\N
"P30501595396972051","2017-08-01 21:49:00",\N,\N,"60","2017-08-01 21:49:56","其他",\N,\N
"P7501595448298623","2017-08-05 08:15:00","16519","京BZ5245","50","2017-08-01 21:50:48","抢单","16519","京BZ5245"
"P3501595700303422","2017-08-01 21:55:00",\N,\N,"60","2017-08-01 21:55:00","其他",\N,\N
"P27501595921294963","2017-08-02 09:40:00","19499","京BZ5360","50","2017-08-01 21:58:41","抢单","19499","京BZ5360"
"P26501596170749794","2017-08-01 22:02:00",\N,\N,"60","2017-08-01 22:02:50","其他",\N,\N
"P4501596374522850","2017-08-01 22:41:00","6382","测TN1234","50","2017-08-01 22:06:14","抢单","6382","测TN1234"
"P20501596445208105","2017-08-01 22:07:00",\N,\N,"60","2017-08-01 22:07:24","其他",\N,\N
"P40501596491171664","2017-08-01 22:08:00",\N,\N,"60","2017-08-01 22:08:10","其他",\N,\N
"B4501596539787356","2017-08-02 09:00:00","6382","测TN1234","60","2017-08-01 22:08:59","抢单","6382","测TN1234"
"B4501596539793367","2017-08-03 09:00:00","6382","测TN1234","60","2017-08-01 22:08:59","抢单","6382","测TN1234"
"B4501596539797377","2017-08-04 09:00:00","6382","测TN1234","60","2017-08-01 22:08:59","抢单","6382","测TN1234"
"P22501596677254592","2017-08-01 22:11:00",\N,\N,"60","2017-08-01 22:11:17","其他",\N,\N
"P45501596791181395","2017-08-01 22:13:00",\N,\N,"60","2017-08-01 22:13:11","其他",\N,\N
"P22501597077231672","2017-08-01 22:17:00",\N,\N,"60","2017-08-01 22:17:57","其他",\N,\N
"P4501597330562433","2017-08-04 23:06:00","6382","测TN1234","60","2017-08-01 22:22:10","抢单","6382","测TN1234"
"B4501597483874788","2017-08-01 22:24:00","6382","测TN1234","60","2017-08-01 22:24:43","绑单","6382","测TN1234"
"P10501597523403091","2017-08-01 22:25:00",\N,\N,"60","2017-08-01 22:25:22","其他",\N,\N
"P33501597579430791","2017-08-01 22:26:00",\N,\N,"60","2017-08-01 22:26:19","其他",\N,\N
"P43501597679959709","2017-08-01 22:27:00",\N,\N,"60","2017-08-01 22:27:59","其他",\N,\N
"P40501598148511693","2017-08-02 08:29:00",\N,\N,"60","2017-08-01 22:35:47","其他",\N,\N
"P3501598148715662","2017-08-02 08:30:00",\N,\N,"60","2017-08-01 22:35:48","其他",\N,\N
"P27501598148988169","2017-08-01 22:35:00",\N,\N,"60","2017-08-01 22:35:48","其他",\N,\N
"P25501598221232676","2017-08-01 22:37:00",\N,\N,"60","2017-08-01 22:37:01","其他",\N,\N
"P45501598274367959","2017-08-02 08:30:00",\N,\N,"60","2017-08-01 22:37:54","其他",\N,\N
"P17501599666381070","2017-08-01 23:01:00",\N,\N,"60","2017-08-01 23:01:06","其他",\N,\N
"P37501599671881628","2017-08-01 23:01:00",\N,\N,"60","2017-08-01 23:01:11","其他",\N,\N
"P17501599687129148","2017-08-01 23:01:00","12988","沪BMM579","50","2017-08-01 23:01:27","绑单","12988","沪BMM579"
"P24501599950937401","2017-08-01 23:05:00","20711","晋AV251F","50","2017-08-01 23:05:50","绑单","20711","晋AV251F"
"P43501602557768967","2017-08-01 23:49:00",\N,\N,"60","2017-08-01 23:49:17","其他",\N,\N
"P5501603773964577","2017-08-02 07:39:00",\N,\N,"10","2017-08-02 00:09:34","其他",\N,\N
"P3501604418372297","2017-08-02 07:00:00",\N,\N,"60","2017-08-02 00:20:18","其他",\N,\N
"P10501604838815449","2017-08-02 00:27:00",\N,\N,"60","2017-08-02 00:27:18","其他",\N,\N
"P35501604937972435","2017-08-02 06:00:00",\N,\N,"60","2017-08-02 00:28:57","其他",\N,\N
"P36501605011146726","2017-08-02 00:30:00",\N,\N,"60","2017-08-02 00:30:11","其他",\N,\N
"P7501609397354828","2017-08-02 01:43:00","46835","津CAT552","60","2017-08-02 01:43:17","绑单","46835","津CAT552"
"P23501611513640961","2017-08-02 02:18:00",\N,\N,"60","2017-08-02 02:18:33","其他",\N,\N
"P21501614238965753","2017-08-02 03:03:00",\N,\N,"60","2017-08-02 03:03:58","其他",\N,\N
"P24501619040727989","2017-08-02 10:30:00",\N,\N,"60","2017-08-02 04:24:00","其他",\N,\N
"P43501621327551440","2017-08-02 07:02:00",\N,\N,"60","2017-08-02 05:02:07","其他",\N,\N
"P35501621350225842","2017-08-02 07:02:00",\N,\N,"60","2017-08-02 05:02:30","其他",\N,\N
"P35501621359926813","2017-08-02 07:02:00",\N,\N,"60","2017-08-02 05:02:39","其他",\N,\N
"P35501621372757097","2017-08-02 07:02:00","39941","京BZ6040","60","2017-08-02 05:02:52","抢单","39941","京BZ6040"
"P15501623877780258","2017-08-02 07:35:00",\N,\N,"60","2017-08-02 05:44:37","其他",\N,\N
"P15501623893328813","2017-08-02 07:40:00",\N,\N,"60","2017-08-02 05:44:53","其他",\N,\N
"P35501623954347299","2017-08-02 07:40:00",\N,\N,"60","2017-08-02 05:45:54","其他",\N,\N
"P17501624438020058","2017-08-02 07:30:00",\N,\N,"60","2017-08-02 05:53:58","其他",\N,\N
"P24501625062085195","2017-08-02 08:00:00",\N,\N,"60","2017-08-02 06:04:22","其他",\N,\N
"P22501625197419751","2017-08-02 08:00:00",\N,\N,"60","2017-08-02 06:06:37","其他",\N,\N
"P22501625231253138","2017-08-02 08:00:00",\N,\N,"60","2017-08-02 06:07:11","其他",\N,\N
"P33501630145505956","2017-08-02 07:29:00",\N,\N,"60","2017-08-02 07:29:05","其他",\N,\N
"P10501630313475802","2017-08-02 07:31:00",\N,\N,"60","2017-08-02 07:31:53","其他",\N,\N
"P3501630438736170","2017-08-02 08:30:00",\N,\N,"60","2017-08-02 07:33:58","其他",\N,\N
"P7501630471581981","2017-08-02 07:34:00",\N,\N,"60","2017-08-02 07:34:31","其他",\N,\N
"P7501630595392391","2017-08-02 07:36:00",\N,\N,"60","2017-08-02 07:36:35","其他",\N,\N
"P34501630676279095","2017-08-03 12:10:00",\N,\N,"60","2017-08-02 07:37:56","其他",\N,\N
"P7501630721790054","2017-08-02 07:38:00",\N,\N,"60","2017-08-02 07:38:41","其他",\N,\N
"P24501630845582175","2017-08-02 07:40:00",\N,\N,"60","2017-08-02 07:40:45","其他",\N,\N
"P33501630956774244","2017-08-03 09:15:00","26971","京BZ5944","50","2017-08-02 07:42:36","抢单","26971","京BZ5944"
"P20501630982934912","2017-08-02 07:43:00",\N,\N,"60","2017-08-02 07:43:02","其他",\N,\N
"P20501631106898335","2017-08-02 07:45:00",\N,\N,"60","2017-08-02 07:45:06","其他",\N,\N
"P33501631121670763","2017-08-02 07:45:00",\N,\N,"60","2017-08-02 07:45:21","其他",\N,\N
"P20501631231508820","2017-08-02 07:47:00",\N,\N,"60","2017-08-02 07:47:11","其他",\N,\N
"P15501631279991203","2017-08-02 07:47:00",\N,\N,"60","2017-08-02 07:48:00","其他",\N,\N
"P5501631552317525","2017-08-02 07:52:00",\N,\N,"10","2017-08-02 07:52:32","其他",\N,\N
"P30501631663877099","2017-08-02 07:54:00",\N,\N,"60","2017-08-02 07:54:23","其他",\N,\N
"P45501631668826240","2017-08-02 07:54:00",\N,\N,"60","2017-08-02 07:54:28","其他",\N,\N
"P27501631751404193","2017-08-02 07:55:00",\N,\N,"60","2017-08-02 07:55:51","其他",\N,\N
"P30501631781143860","2017-08-02 07:56:00",\N,\N,"60","2017-08-02 07:56:21","其他",\N,\N
"P36501631962144944","2017-08-02 07:59:00",\N,\N,"60","2017-08-02 07:59:22","其他",\N,\N
"P27501632081465289","2017-08-02 08:01:00",\N,\N,"60","2017-08-02 08:01:21","其他",\N,\N
"P35501632225885332","2017-08-02 08:03:00",\N,\N,"60","2017-08-02 08:03:45","其他",\N,\N
"P20501632274489338","2017-08-02 08:04:00",\N,\N,"60","2017-08-02 08:04:34","其他",\N,\N
"P3501632353049996","2017-08-02 08:05:00",\N,\N,"60","2017-08-02 08:05:53","其他",\N,\N
"P13501632434986228","2017-08-02 08:07:00",\N,\N,"60","2017-08-02 08:07:15","其他",\N,\N
"P45501632672250807","2017-08-02 10:30:00","23925","京BZ5799","50","2017-08-02 08:11:12","抢单","23925","京BZ5799"
"P37501633242964697","2017-08-02 08:20:00","26611","辽BA56E6","50","2017-08-02 08:20:43","绑单","26611","辽BA56E6"
"P25501633258835543","2017-08-03 03:30:00",\N,\N,"60","2017-08-02 08:20:58","其他",\N,\N
"P4501633408973275","2017-08-03 03:30:00",\N,\N,"60","2017-08-02 08:23:29","其他",\N,\N
"P13501633572469220","2017-08-03 03:30:00",\N,\N,"60","2017-08-02 08:26:12","其他",\N,\N
"P13501633645408531","2017-08-02 08:27:00","48743","鲁B6Q02F","50","2017-08-02 08:27:25","绑单","48743","鲁B6Q02F"
"P27501633719609499","2017-08-03 03:30:00",\N,\N,"60","2017-08-02 08:28:39","其他",\N,\N
"P24501633856608889","2017-08-03 03:30:00",\N,\N,"60","2017-08-02 08:30:56","其他",\N,\N
"P40501633931141345","2017-08-02 08:32:00",\N,\N,"60","2017-08-02 08:32:11","其他",\N,\N
"P20501633998080087","2017-08-03 03:30:00",\N,\N,"60","2017-08-02 08:33:17","其他",\N,\N
"P45501634415923539","2017-08-02 08:40:00","43713","辽B1MR55","50","2017-08-02 08:40:15","绑单","43713","辽B1MR55"
"P24501634676915092","2017-08-02 08:44:00",\N,\N,"10","2017-08-02 08:44:37","其他",\N,\N
"P20501634761212575","2017-08-02 08:46:00",\N,\N,"60","2017-08-02 08:46:01","其他",\N,\N
"P35501634891982523","2017-08-02 09:23:00","43713","辽B1MR55","50","2017-08-02 08:48:12","抢单","43713","辽B1MR55"
"P26501634981334635","2017-08-02 08:49:00",\N,\N,"60","2017-08-02 08:49:41","其他",\N,\N
"P23501635291743513","2017-08-02 09:23:00","26611","辽BA56E6","60","2017-08-02 08:54:51","绑单","26611","辽BA56E6"
"P43501635338837210","2017-08-02 09:30:00","26611","辽BA56E6","60","2017-08-02 08:55:38","抢单","26611","辽BA56E6"
"P22501635435327120","2017-08-02 08:57:00","81095","津CDX033","60","2017-08-02 08:57:15","绑单","81095","津CDX033"
"P33501636074490093","2017-08-02 09:07:00",\N,\N,"60","2017-08-02 09:07:54","其他",\N,\N
"P43501636280320567","2017-08-02 09:11:00",\N,\N,"60","2017-08-02 09:11:20","其他",\N,\N
"P43501636406797247","2017-08-02 09:13:00",\N,\N,"60","2017-08-02 09:13:26","其他",\N,\N
"P3501636452102746","2017-08-02 09:14:00","46855","津CCE716","60","2017-08-02 09:14:12","绑单","46855","津CCE716"
"P5501636775149946","2017-08-02 09:19:00",\N,\N,"60","2017-08-02 09:19:35","其他",\N,\N
"P33501636812696054","2017-08-02 11:30:00","23811","京BZ5793","60","2017-08-02 09:20:12","抢单","23811","京BZ5793"
"P26501636917557645","2017-08-02 10:30:00","23909","京BZ5771","60","2017-08-02 09:21:57","抢单","23909","京BZ5771"
"P27501637050165225","2017-08-02 09:24:00",\N,\N,"60","2017-08-02 09:24:10","其他",\N,\N
"P10501637078206681","2017-08-02 09:24:00","12988","沪BMM579","50","2017-08-02 09:24:38","绑单","12988","沪BMM579"
"P17501637189041203","2017-08-02 09:26:00",\N,\N,"60","2017-08-02 09:26:29","其他",\N,\N
"P5501637289933510","2017-08-02 09:28:00",\N,\N,"60","2017-08-02 09:28:10","其他",\N,\N
"P37501637369279167","2017-08-02 09:29:00",\N,\N,"60","2017-08-02 09:29:29","其他",\N,\N
"P21501637398086936","2017-08-02 09:29:00",\N,\N,"60","2017-08-02 09:29:58","其他",\N,\N
"P30501637645571589","2017-08-02 09:34:00",\N,\N,"60","2017-08-02 09:34:05","其他",\N,\N
"P27501641072517169","2017-08-02 10:31:00",\N,\N,"60","2017-08-02 10:31:12","其他",\N,\N
"P40501641077919351","2017-08-02 10:31:00","52043","京BZ5764","60","2017-08-02 10:31:17","绑单","52043","京BZ5764"
"P21501641121064829","2017-08-03 09:00:00","27663","京BZ5946","60","2017-08-02 10:32:01","抢单","27663","京BZ5946"
"P26501641271550848","2017-08-03 00:00:00","19515","京BZ5369","60","2017-08-02 10:34:31","抢单","19515","京BZ5369"
"P13501642740201721","2017-08-02 10:59:00",\N,\N,"60","2017-08-02 10:59:00","其他",\N,\N
"P21501642759549932","2017-08-02 10:59:00","26833","京BZ5995","50","2017-08-02 10:59:19","绑单","26833","京BZ5995"
"P37501643154162559","2017-08-03 12:10:00",\N,\N,"60","2017-08-02 11:05:54","其他",\N,\N
"P36501643377580621","2017-08-02 11:09:00",\N,\N,"60","2017-08-02 11:09:37","其他",\N,\N
"P10501643722055120","2017-08-02 14:50:00",\N,\N,"60","2017-08-02 11:15:21","其他",\N,\N
"P13501643938094669","2017-08-02 11:18:00",\N,\N,"60","2017-08-02 11:18:58","其他",\N,\N
"P25501644300607647","2017-08-02 11:25:00",\N,\N,"60","2017-08-02 11:25:00","其他",\N,\N
"P5501644620539684","2017-08-05 03:00:00","19519","京BZ5371","50","2017-08-02 11:30:20","抢单","19519","京BZ5371"
"P36501644835328603","2017-08-02 11:55:00",\N,\N,"60","2017-08-02 11:33:55","其他",\N,\N
"P27501644952592682","2017-08-02 11:55:00",\N,\N,"60","2017-08-02 11:35:52","其他",\N,\N
"P23501645093828309","2017-08-02 11:38:00",\N,\N,"60","2017-08-02 11:38:13","其他",\N,\N
"P23501645102702199","2017-08-02 11:38:00",\N,\N,"60","2017-08-02 11:38:22","其他",\N,\N
"P34501645288124997","2017-08-02 11:41:00",\N,\N,"60","2017-08-02 11:41:28","其他",\N,\N
"P20501645302241319","2017-08-02 11:41:00","26611","辽BA56E6","50","2017-08-02 11:41:42","绑单","26611","辽BA56E6"
"P25501645764392205","2017-08-02 11:49:00",\N,\N,"60","2017-08-02 11:49:24","其他",\N,\N
"P34501645838906153","2017-08-02 11:50:00",\N,\N,"60","2017-08-02 11:50:38","其他",\N,\N
"P3501646261052317","2017-08-02 13:00:00",\N,\N,"60","2017-08-02 11:57:41","其他",\N,\N
"P15501646538522783","2017-08-02 12:02:00",\N,\N,"60","2017-08-02 12:02:18","其他",\N,\N
"P24501646903885884","2017-08-02 12:08:00",\N,\N,"60","2017-08-02 12:08:23","其他",\N,\N
"P10501646916604031","2017-08-02 12:08:00","23799","京BZ5787","50","2017-08-02 12:08:36","绑单","23799","京BZ5787"
"P27501646994173098","2017-08-02 13:00:00",\N,\N,"60","2017-08-02 12:09:54","其他",\N,\N
"P30501647193239707","2017-08-02 15:48:00",\N,\N,"60","2017-08-02 12:13:13","其他",\N,\N
"P20501647342195628","2017-08-03 10:45:00","26981","京BZ5973","60","2017-08-02 12:15:42","抢单","26981","京BZ5973"
"P43501647346538941","2017-08-02 15:48:00",\N,\N,"60","2017-08-02 12:15:46","其他",\N,\N
"P26501647421773750","2017-08-02 12:17:00",\N,\N,"60","2017-08-02 12:17:01","其他",\N,\N
"P7501647438458651","2017-08-02 12:17:00",\N,\N,"60","2017-08-02 12:17:18","其他",\N,\N
"P20501647751273589","2017-08-02 13:00:00",\N,\N,"60","2017-08-02 12:22:31","其他",\N,\N
"P27501648840318967","2017-08-02 12:40:00","39941","京BZ6040","50","2017-08-02 12:40:40","绑单","39941","京BZ6040"
"P26501648887126494","2017-08-02 12:41:00",\N,\N,"60","2017-08-02 12:41:27","其他",\N,\N
"P40501648929788586","2017-08-02 13:17:00",\N,\N,"60","2017-08-02 12:42:09","其他",\N,\N
"P21501648944368345","2017-08-02 12:42:00",\N,\N,"60","2017-08-02 12:42:24","其他",\N,\N
"P13501648954449019","2017-08-02 12:42:00",\N,\N,"60","2017-08-02 12:42:34","其他",\N,\N
"P22501649118202694","2017-08-02 12:45:00",\N,\N,"60","2017-08-02 12:45:18","其他",\N,\N
"P34501649163108047","2017-08-02 12:46:00","23925","京BZ5799","50","2017-08-02 12:46:03","绑单","23925","京BZ5799"
"P23501649454742985","2017-08-02 12:50:00",\N,\N,"60","2017-08-02 12:50:54","其他",\N,\N
"P30501649527525518","2017-08-02 12:52:00",\N,\N,"60","2017-08-02 12:52:07","其他",\N,\N
"P23501649579285454","2017-08-02 12:52:00",\N,\N,"60","2017-08-02 12:52:59","其他",\N,\N
"P17501649647001880","2017-08-02 12:54:00",\N,\N,"60","2017-08-02 12:54:07","其他",\N,\N
"P22501649675750529","2017-08-02 12:54:00",\N,\N,"60","2017-08-02 12:54:35","其他",\N,\N
"P23501649702257768","2017-08-02 12:55:00","29127","京BZ5969","50","2017-08-02 12:55:02","绑单","29127","京BZ5969"
"P35501649723960302","2017-08-02 12:55:00",\N,\N,"60","2017-08-02 12:55:24","其他",\N,\N
"P30501649807589552","2017-08-02 12:56:00",\N,\N,"60","2017-08-02 12:56:47","其他",\N,\N
"P3501649833087016","2017-08-03 19:00:00",\N,\N,"60","2017-08-02 12:57:13","其他",\N,\N
"P7501650033887530","2017-08-02 13:00:00",\N,\N,"60","2017-08-02 13:00:33","其他",\N,\N
"P37501650171963323","2017-08-02 13:02:00",\N,\N,"60","2017-08-02 13:02:52","其他",\N,\N
"P24501650408499810","2017-08-03 13:00:00","27661","京BZ5941","60","2017-08-02 13:06:48","抢单","27661","京BZ5941"
"P20501650557384602","2017-08-02 15:30:00",\N,\N,"60","2017-08-02 13:09:17","其他",\N,\N
"P15501650705789118","2017-08-02 15:40:00",\N,\N,"60","2017-08-02 13:11:45","其他",\N,\N
"P36501650727195609","2017-08-02 15:30:00",\N,\N,"60","2017-08-02 13:12:07","其他",\N,\N
"P23501650745081199","2017-08-02 13:12:00",\N,\N,"60","2017-08-02 13:12:25","其他",\N,\N
"P26501650867063777","2017-08-02 15:30:00",\N,\N,"60","2017-08-02 13:14:27","其他",\N,\N
"P20501651019279873","2017-08-02 13:16:00",\N,\N,"60","2017-08-02 13:16:59","其他",\N,\N
"P43501651077630589","2017-08-02 15:30:00",\N,\N,"60","2017-08-02 13:17:57","其他",\N,\N
"P13501651138523766","2017-08-02 15:40:00",\N,\N,"60","2017-08-02 13:18:58","其他",\N,\N
"P21501651193117539","2017-08-02 15:30:00",\N,\N,"60","2017-08-02 13:19:53","其他",\N,\N
"P10501651287158718","2017-08-02 15:40:00",\N,\N,"60","2017-08-02 13:21:26","其他",\N,\N
"P5501651299502548","2017-08-02 15:30:00",\N,\N,"60","2017-08-02 13:21:39","其他",\N,\N
"P23501651384378228","2017-08-02 15:30:00",\N,\N,"60","2017-08-02 13:23:04","其他",\N,\N
"P36501651429880978","2017-08-02 13:23:00",\N,\N,"60","2017-08-02 13:23:49","其他",\N,\N
"P37501651430036331","2017-08-02 15:40:00",\N,\N,"60","2017-08-02 13:23:50","其他",\N,\N
"P33501651444674467","2017-08-02 13:24:00",\N,\N,"60","2017-08-02 13:24:04","其他",\N,\N
"P21501651508366114","2017-08-02 13:25:00",\N,\N,"60","2017-08-02 13:25:08","其他",\N,\N
"P33501651543351347","2017-08-02 13:25:00",\N,\N,"60","2017-08-02 13:25:43","其他",\N,\N
"P3501651548041746","2017-08-08 08:25:00","43765","豫A90VL5","60","2017-08-02 13:25:48","抢单","43765","豫A90VL5"
"P34501651570834172","2017-08-02 15:40:00",\N,\N,"60","2017-08-02 13:26:10","其他",\N,\N
"P37501651631696531","2017-08-02 13:27:00",\N,\N,"60","2017-08-02 13:27:11","其他",\N,\N
"P25501651670055610","2017-08-02 13:27:00",\N,\N,"60","2017-08-02 13:27:50","其他",\N,\N
"P30501651680547134","2017-08-02 13:28:00",\N,\N,"60","2017-08-02 13:28:00","其他",\N,\N
"P22501651755680865","2017-08-02 13:29:00","19519","京BZ5371","50","2017-08-02 13:29:15","绑单","19519","京BZ5371"
"P33501651973618449","2017-08-02 13:32:00",\N,\N,"60","2017-08-02 13:32:53","其他",\N,\N
"P10501652021210224","2017-08-02 15:30:00",\N,\N,"60","2017-08-02 13:33:40","其他",\N,\N
"P7501652063469768","2017-08-02 14:30:00",\N,\N,"10","2017-08-02 13:34:23","其他",\N,\N
"P7501652068992321","2017-08-02 14:30:00",\N,\N,"10","2017-08-02 13:34:29","其他",\N,\N
"P26501652097121978","2017-08-02 14:30:00",\N,\N,"10","2017-08-02 13:34:57","其他",\N,\N
"P35501652164680733","2017-08-02 15:45:00",\N,\N,"60","2017-08-02 13:36:04","其他",\N,\N
"P30501652172586400","2017-08-02 15:30:00",\N,\N,"60","2017-08-02 13:36:12","其他",\N,\N
"P22501652195218886","2017-08-02 14:30:00",\N,\N,"60","2017-08-02 13:36:35","其他",\N,\N
"P40501652262638350","2017-08-02 14:30:00",\N,\N,"60","2017-08-02 13:37:42","其他",\N,\N
"P40501652395802693","2017-08-02 14:30:00",\N,\N,"60","2017-08-02 13:39:55","其他",\N,\N
"P36501652484757619","2017-08-02 13:41:00","26611","辽BA56E6","50","2017-08-02 13:41:24","绑单","26611","辽BA56E6"
"P33501652550169191","2017-08-02 15:30:00",\N,\N,"60","2017-08-02 13:42:30","其他",\N,\N
"P13501652560646184","2017-08-02 14:30:00",\N,\N,"60","2017-08-02 13:42:40","其他",\N,\N
"P37501652679498488","2017-08-03 12:10:00","23809","京BZ5792","50","2017-08-02 13:44:39","抢单","23809","京BZ5792"
"P13501652697966938","2017-08-02 14:30:00",\N,\N,"60","2017-08-02 13:44:57","其他",\N,\N
"P13501652827030870","2017-08-02 14:30:00",\N,\N,"60","2017-08-02 13:47:07","其他",\N,\N
"P1501652878632068","2017-08-03 13:00:00","41009","京BZ6055","50","2017-08-02 13:47:58","改派","41009","京BZ6055"
"P34501652952345524","2017-08-02 14:30:00",\N,\N,"60","2017-08-02 13:49:12","其他",\N,\N
"P37501653234812099","2017-08-02 13:53:00",\N,\N,"60","2017-08-02 13:53:54","其他",\N,\N
"P17501653856287520","2017-08-02 16:00:00","115441","京BZ5342","50","2017-08-02 14:04:16","抢单","115441","京BZ5342"
